,School Name,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort
4844,HEALTH OPPORTUNITIES HIGH SCHOOL,2001,5 Year,Male,28,18,64.30%
4845,HEALTH OPPORTUNITIES HIGH SCHOOL,2001,6 Year,Male,28,20,71.40%
4846,HEALTH OPPORTUNITIES HIGH SCHOOL,2002,4 Year  June,Male,36,21,58.30%
4847,HEALTH OPPORTUNITIES HIGH SCHOOL,2002,5 Year,Male,36,22,61.10%
4848,HEALTH OPPORTUNITIES HIGH SCHOOL,2002,6 Year,Male,36,25,69.40%
4849,HEALTH OPPORTUNITIES HIGH SCHOOL,2003,4 Year  June,Male,39,12,30.80%
4850,HEALTH OPPORTUNITIES HIGH SCHOOL,2003,5 Year,Male,39,15,38.50%
4851,HEALTH OPPORTUNITIES HIGH SCHOOL,2003,6 Year,Male,38,17,44.70%
4852,HEALTH OPPORTUNITIES HIGH SCHOOL,2004,4 Year  June,Male,31,13,41.90%
4853,HEALTH OPPORTUNITIES HIGH SCHOOL,2004,5 Year,Male,33,16,48.50%
4854,HEALTH OPPORTUNITIES HIGH SCHOOL,2004,6 Year,Male,32,17,53.10%
4855,HEALTH OPPORTUNITIES HIGH SCHOOL,2005,4 Year  June,Male,32,19,59.40%
4856,HEALTH OPPORTUNITIES HIGH SCHOOL,2005,4 Year August,Male,32,19,59.40%
4857,HEALTH OPPORTUNITIES HIGH SCHOOL,2005,5 Year,Male,33,20,60.60%
4858,HEALTH OPPORTUNITIES HIGH SCHOOL,2005,6 Year,Male,33,21,63.60%
4859,HEALTH OPPORTUNITIES HIGH SCHOOL,2006,4 Year  June,Male,40,30,75.00%
4860,HEALTH OPPORTUNITIES HIGH SCHOOL,2006,4 Year August,Male,40,31,77.50%
4861,HEALTH OPPORTUNITIES HIGH SCHOOL,2006,5 Year  June,Male,40,31,77.50%
4862,HEALTH OPPORTUNITIES HIGH SCHOOL,2006,5 Year August,Male,40,32,80.00%
4863,HEALTH OPPORTUNITIES HIGH SCHOOL,2007,4 Year  June,Male,48,24,50.00%
4864,HEALTH OPPORTUNITIES HIGH SCHOOL,2007,4 Year August,Male,48,26,54.20%
4882,WOMEN'S ACADEMY OF EXCELLENCE,2006,4 Year  June,Female,75,50,66.70%
4883,WOMEN'S ACADEMY OF EXCELLENCE,2006,4 Year August,Female,75,58,77.30%
4884,WOMEN'S ACADEMY OF EXCELLENCE,2006,5 Year  June,Female,74,60,81.10%
4885,WOMEN'S ACADEMY OF EXCELLENCE,2006,5 Year August,Female,74,60,81.10%
4886,WOMEN'S ACADEMY OF EXCELLENCE,2007,4 Year  June,Female,65,57,87.70%
4887,WOMEN'S ACADEMY OF EXCELLENCE,2007,4 Year August,Female,65,57,87.70%
4891,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2003,4 Year  June,Female,23,17,73.90%
4892,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2003,5 Year,Female,23,20,87.00%
4893,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2003,6 Year,Female,24,21,87.50%
4894,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2004,4 Year  June,Female,69,50,72.50%
4895,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2004,5 Year,Female,71,53,74.60%
4896,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2004,6 Year,Female,71,53,74.60%
4897,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,4 Year  June,Female,66,55,83.30%
4898,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,4 Year August,Female,66,55,83.30%
4899,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,5 Year,Female,66,60,90.90%
4900,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,6 Year,Female,66,60,90.90%
4901,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,4 Year  June,Female,67,48,71.60%
4902,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,4 Year August,Female,67,50,74.60%
4903,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,5 Year  June,Female,70,54,77.10%
4904,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,5 Year August,Female,70,55,78.60%
4905,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2007,4 Year  June,Female,75,53,70.70%
4906,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2007,4 Year August,Female,75,55,73.30%
4910,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2003,4 Year  June,Male,18, s ,s
4911,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2003,5 Year,Male,18, s ,s
4912,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2003,6 Year,Male,18, s ,s
4913,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2004,4 Year  June,Male,26,17,65.40%
4914,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2004,5 Year,Male,27,19,70.40%
4915,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2004,6 Year,Male,27,19,70.40%
4916,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,4 Year  June,Male,29,11,37.90%
4917,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,4 Year August,Male,29,11,37.90%
4918,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,5 Year,Male,29,14,48.30%
4919,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2005,6 Year,Male,29,16,55.20%
4920,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,4 Year  June,Male,50,29,58.00%
4921,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,4 Year August,Male,50,32,64.00%
4922,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,5 Year  June,Male,54,33,61.10%
4923,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,5 Year August,Male,54,38,70.40%
4924,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2007,4 Year  June,Male,51,32,62.70%
4925,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2007,4 Year August,Male,51,36,70.60%
4929,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2003,4 Year  June,Female,27,18,66.70%
4930,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2003,5 Year,Female,27,19,70.40%
4931,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2003,6 Year,Female,28,20,71.40%
4932,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2004,4 Year  June,Female,32,22,68.80%
4933,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2004,5 Year,Female,30,23,76.70%
4934,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2004,6 Year,Female,31,24,77.40%
4935,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,4 Year  June,Female,29,15,51.70%
4936,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,4 Year August,Female,29,18,62.10%
4937,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,5 Year,Female,30,23,76.70%
4938,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,6 Year,Female,29,23,79.30%
4939,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,4 Year  June,Female,50,20,40.00%
4940,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,4 Year August,Female,50,20,40.00%
4941,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,5 Year  June,Female,45,25,55.60%
4942,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,5 Year August,Female,45,25,55.60%
4943,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2007,4 Year  June,Female,47,26,55.30%
4944,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2007,4 Year August,Female,47,28,59.60%
4948,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2003,4 Year  June,Male,31,19,61.30%
4949,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2003,5 Year,Male,31,26,83.90%
4950,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2003,6 Year,Male,31,26,83.90%
4951,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2004,4 Year  June,Male,55,37,67.30%
4952,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2004,5 Year,Male,56,40,71.40%
4953,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2004,6 Year,Male,55,41,74.50%
4954,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,4 Year  June,Male,59,21,35.60%
4955,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,4 Year August,Male,59,24,40.70%
4956,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,5 Year,Male,60,26,43.30%
4957,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2005,6 Year,Male,60,29,48.30%
4958,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,4 Year  June,Male,71,29,40.80%
4959,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,4 Year August,Male,71,35,49.30%
4960,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,5 Year  June,Male,75,42,56.00%
4961,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,5 Year August,Male,75,42,56.00%
4962,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2007,4 Year  June,Male,76,34,44.70%
4963,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2007,4 Year August,Male,76,37,48.70%
4970,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2003,4 Year  June,Female,9, s ,s
4971,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2003,5 Year,Female,9, s ,s
4972,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2003,6 Year,Female,9, s ,s
4973,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2004,4 Year  June,Female,24,13,54.20%
4974,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2004,5 Year,Female,26,20,76.90%
4975,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2004,6 Year,Female,26,21,80.80%
4976,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,4 Year  June,Female,39,23,59.00%
4977,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,4 Year August,Female,39,24,61.50%
4978,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,5 Year,Female,39,23,59.00%
4979,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,6 Year,Female,39,24,61.50%
4980,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,4 Year  June,Female,35,21,60.00%
4981,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,4 Year August,Female,35,21,60.00%
4982,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,5 Year  June,Female,33,22,66.70%
4983,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,5 Year August,Female,33,22,66.70%
4984,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2007,4 Year  June,Female,44,21,47.70%
4985,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2007,4 Year August,Female,44,23,52.30%
4989,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2003,4 Year  June,Male,44,17,38.60%
4990,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2003,5 Year,Male,44,24,54.50%
4991,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2003,6 Year,Male,49,29,59.20%
4992,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2004,4 Year  June,Male,52,31,59.60%
4993,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2004,5 Year,Male,51,40,78.40%
4994,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2004,6 Year,Male,52,42,80.80%
4995,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,4 Year  June,Male,79,36,45.60%
4996,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,4 Year August,Male,79,39,49.40%
4997,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,5 Year,Male,80,43,53.80%
4998,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2005,6 Year,Male,80,43,53.80%
4999,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,4 Year  June,Male,66,36,54.50%
5000,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,4 Year August,Male,66,37,56.10%
5001,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,5 Year  June,Male,67,39,58.20%
5002,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,5 Year August,Male,67,39,58.20%
5003,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2007,4 Year  June,Male,64,29,45.30%
5004,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2007,4 Year August,Male,64,33,51.60%
5005,MILLENIUM ART ACADEMY,2003,4 Year  June,Female,17, s ,s
5006,MILLENIUM ART ACADEMY,2003,5 Year,Female,17, s ,s
5007,MILLENIUM ART ACADEMY,2003,6 Year,Female,16, s ,s
5008,MILLENIUM ART ACADEMY,2004,4 Year  June,Female,38,24,63.20%
5009,MILLENIUM ART ACADEMY,2004,5 Year,Female,39,29,74.40%
5010,MILLENIUM ART ACADEMY,2004,6 Year,Female,38,29,76.30%
5011,MILLENIUM ART ACADEMY,2005,4 Year  June,Female,43,27,62.80%
5012,MILLENIUM ART ACADEMY,2005,4 Year August,Female,43,33,76.70%
5013,MILLENIUM ART ACADEMY,2005,5 Year,Female,41,34,82.90%
5014,MILLENIUM ART ACADEMY,2005,6 Year,Female,41,35,85.40%
5015,MILLENIUM ART ACADEMY,2006,4 Year  June,Female,54,36,66.70%
5016,MILLENIUM ART ACADEMY,2006,4 Year August,Female,54,38,70.40%
5017,MILLENIUM ART ACADEMY,2006,5 Year  June,Female,53,39,73.60%
5018,MILLENIUM ART ACADEMY,2006,5 Year August,Female,53,39,73.60%
5019,MILLENIUM ART ACADEMY,2007,4 Year  June,Female,49,31,63.30%
5020,MILLENIUM ART ACADEMY,2007,4 Year August,Female,49,36,73.50%
5024,MILLENIUM ART ACADEMY,2003,4 Year  June,Male,26,23,88.50%
5025,MILLENIUM ART ACADEMY,2003,5 Year,Male,26,23,88.50%
5026,MILLENIUM ART ACADEMY,2003,6 Year,Male,26,23,88.50%
5027,MILLENIUM ART ACADEMY,2004,4 Year  June,Male,56,35,62.50%
5028,MILLENIUM ART ACADEMY,2004,5 Year,Male,55,38,69.10%
5029,MILLENIUM ART ACADEMY,2004,6 Year,Male,55,40,72.70%
5030,MILLENIUM ART ACADEMY,2005,4 Year  June,Male,59,34,57.60%
5031,MILLENIUM ART ACADEMY,2005,4 Year August,Male,59,36,61.00%
5032,MILLENIUM ART ACADEMY,2005,5 Year,Male,57,41,71.90%
5033,MILLENIUM ART ACADEMY,2005,6 Year,Male,58,43,74.10%
5034,MILLENIUM ART ACADEMY,2006,4 Year  June,Male,54,27,50.00%
5035,MILLENIUM ART ACADEMY,2006,4 Year August,Male,54,30,55.60%
5036,MILLENIUM ART ACADEMY,2006,5 Year  June,Male,52,31,59.60%
5037,MILLENIUM ART ACADEMY,2006,5 Year August,Male,52,34,65.40%
5038,MILLENIUM ART ACADEMY,2007,4 Year  June,Male,66,41,62.10%
5039,MILLENIUM ART ACADEMY,2007,4 Year August,Male,66,46,69.70%
5042,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,4 Year  June,Female,50,29,58.00%
5043,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,4 Year August,Female,50,29,58.00%
5044,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,5 Year  June,Female,48,36,75.00%
5045,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,5 Year August,Female,48,36,75.00%
5046,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2007,4 Year  June,Female,56,34,60.70%
5047,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2007,4 Year August,Female,56,36,64.30%
5055,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,4 Year  June,Male,39,22,56.40%
5056,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,4 Year August,Male,39,22,56.40%
5057,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,5 Year  June,Male,39,24,61.50%
5058,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,5 Year August,Male,39,26,66.70%
5059,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2007,4 Year  June,Male,48,20,41.70%
5060,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2007,4 Year August,Male,48,22,45.80%
5061,BRONX COMMUNITY HIGH SCHOOL,2003,4 Year  June,Female,7, s ,s
5062,BRONX COMMUNITY HIGH SCHOOL,2003,5 Year,Female,7, s ,s
5063,BRONX COMMUNITY HIGH SCHOOL,2003,6 Year,Female,10, s ,s
5064,BRONX COMMUNITY HIGH SCHOOL,2004,4 Year  June,Female,19, s ,s
5065,BRONX COMMUNITY HIGH SCHOOL,2004,5 Year,Female,22,4,18.20%
5066,BRONX COMMUNITY HIGH SCHOOL,2004,6 Year,Female,23,10,43.50%
5067,BRONX COMMUNITY HIGH SCHOOL,2005,4 Year  June,Female,65,4,6.20%
5068,BRONX COMMUNITY HIGH SCHOOL,2005,4 Year August,Female,65,10,15.40%
5069,BRONX COMMUNITY HIGH SCHOOL,2005,5 Year,Female,67,21,31.30%
5070,BRONX COMMUNITY HIGH SCHOOL,2005,6 Year,Female,67,31,46.30%
5071,BRONX COMMUNITY HIGH SCHOOL,2006,4 Year  June,Female,48,6,12.50%
5072,BRONX COMMUNITY HIGH SCHOOL,2006,4 Year August,Female,48,6,12.50%
5073,BRONX COMMUNITY HIGH SCHOOL,2006,5 Year  June,Female,52,14,26.90%
5074,BRONX COMMUNITY HIGH SCHOOL,2006,5 Year August,Female,52,15,28.80%
5075,BRONX COMMUNITY HIGH SCHOOL,2007,4 Year  June,Female,55,12,21.80%
5076,BRONX COMMUNITY HIGH SCHOOL,2007,4 Year August,Female,55,12,21.80%
5080,BRONX COMMUNITY HIGH SCHOOL,2003,4 Year  June,Male,9, s ,s
5081,BRONX COMMUNITY HIGH SCHOOL,2003,5 Year,Male,9, s ,s
5082,BRONX COMMUNITY HIGH SCHOOL,2003,6 Year,Male,9, s ,s
5083,BRONX COMMUNITY HIGH SCHOOL,2004,4 Year  June,Male,10, s ,s
5084,BRONX COMMUNITY HIGH SCHOOL,2004,5 Year,Male,15, s ,s
5085,BRONX COMMUNITY HIGH SCHOOL,2004,6 Year,Male,14, s ,s
5086,BRONX COMMUNITY HIGH SCHOOL,2005,4 Year  June,Male,33,1,3.00%
5087,BRONX COMMUNITY HIGH SCHOOL,2005,4 Year August,Male,33,3,9.10%
5088,BRONX COMMUNITY HIGH SCHOOL,2005,5 Year,Male,35,10,28.60%
5089,BRONX COMMUNITY HIGH SCHOOL,2005,6 Year,Male,37,12,32.40%
5090,BRONX COMMUNITY HIGH SCHOOL,2006,4 Year  June,Male,31,4,12.90%
5091,BRONX COMMUNITY HIGH SCHOOL,2006,4 Year August,Male,31,6,19.40%
5092,BRONX COMMUNITY HIGH SCHOOL,2006,5 Year  June,Male,46,9,19.60%
5093,BRONX COMMUNITY HIGH SCHOOL,2006,5 Year August,Male,46,9,19.60%
5094,BRONX COMMUNITY HIGH SCHOOL,2007,4 Year  June,Male,52,3,5.80%
5095,BRONX COMMUNITY HIGH SCHOOL,2007,4 Year August,Male,52,3,5.80%
5096,HERBERT H LEHMAN HIGH SCHOOL,2001,4 Year  June,Female,459,272,59.30%
5097,HERBERT H LEHMAN HIGH SCHOOL,2001,5 Year,Female,459,323,70.40%
5098,HERBERT H LEHMAN HIGH SCHOOL,2001,6 Year,Female,459,343,74.70%
5099,HERBERT H LEHMAN HIGH SCHOOL,2002,4 Year  June,Female,435,224,51.50%
5100,HERBERT H LEHMAN HIGH SCHOOL,2002,5 Year,Female,435,307,70.60%
5101,HERBERT H LEHMAN HIGH SCHOOL,2002,6 Year,Female,435,320,73.60%
5102,HERBERT H LEHMAN HIGH SCHOOL,2003,4 Year  June,Female,407,229,56.30%
5103,HERBERT H LEHMAN HIGH SCHOOL,2003,5 Year,Female,407,284,69.80%
5104,HERBERT H LEHMAN HIGH SCHOOL,2003,6 Year,Female,407,298,73.20%
5105,HERBERT H LEHMAN HIGH SCHOOL,2004,4 Year  June,Female,506,246,48.60%
5106,HERBERT H LEHMAN HIGH SCHOOL,2004,5 Year,Female,509,331,65.00%
5107,HERBERT H LEHMAN HIGH SCHOOL,2004,6 Year,Female,509,352,69.20%
5108,HERBERT H LEHMAN HIGH SCHOOL,2005,4 Year  June,Female,404,226,55.90%
5109,HERBERT H LEHMAN HIGH SCHOOL,2005,4 Year August,Female,404,252,62.40%
5110,HERBERT H LEHMAN HIGH SCHOOL,2005,5 Year,Female,413,278,67.30%
5111,HERBERT H LEHMAN HIGH SCHOOL,2005,6 Year,Female,413,293,70.90%
5112,HERBERT H LEHMAN HIGH SCHOOL,2006,4 Year  June,Female,460,236,51.30%
5113,HERBERT H LEHMAN HIGH SCHOOL,2006,4 Year August,Female,460,275,59.80%
5114,HERBERT H LEHMAN HIGH SCHOOL,2006,5 Year  June,Female,458,315,68.80%
5115,HERBERT H LEHMAN HIGH SCHOOL,2006,5 Year August,Female,458,322,70.30%
5116,HERBERT H LEHMAN HIGH SCHOOL,2007,4 Year  June,Female,386,213,55.20%
5117,HERBERT H LEHMAN HIGH SCHOOL,2007,4 Year August,Female,386,229,59.30%
5118,HERBERT H LEHMAN HIGH SCHOOL,2001,4 Year  June,Male,463,239,51.60%
5119,HERBERT H LEHMAN HIGH SCHOOL,2001,5 Year,Male,463,300,64.80%
5120,HERBERT H LEHMAN HIGH SCHOOL,2001,6 Year,Male,463,321,69.30%
5121,HERBERT H LEHMAN HIGH SCHOOL,2002,4 Year  June,Male,475,205,43.20%
5122,HERBERT H LEHMAN HIGH SCHOOL,2002,5 Year,Male,475,284,59.80%
5123,HERBERT H LEHMAN HIGH SCHOOL,2002,6 Year,Male,475,296,62.30%
5124,HERBERT H LEHMAN HIGH SCHOOL,2003,4 Year  June,Male,483,184,38.10%
5125,HERBERT H LEHMAN HIGH SCHOOL,2003,5 Year,Male,483,249,51.60%
5126,HERBERT H LEHMAN HIGH SCHOOL,2003,6 Year,Male,485,272,56.10%
5127,HERBERT H LEHMAN HIGH SCHOOL,2004,4 Year  June,Male,553,207,37.40%
5128,HERBERT H LEHMAN HIGH SCHOOL,2004,5 Year,Male,565,289,51.20%
5129,HERBERT H LEHMAN HIGH SCHOOL,2004,6 Year,Male,559,321,57.40%
5130,HERBERT H LEHMAN HIGH SCHOOL,2005,4 Year  June,Male,603,232,38.50%
5131,HERBERT H LEHMAN HIGH SCHOOL,2005,4 Year August,Male,603,271,44.90%
5132,HERBERT H LEHMAN HIGH SCHOOL,2005,5 Year,Male,606,317,52.30%
5133,HERBERT H LEHMAN HIGH SCHOOL,2005,6 Year,Male,601,355,59.10%
5134,HERBERT H LEHMAN HIGH SCHOOL,2006,4 Year  June,Male,632,251,39.70%
5135,HERBERT H LEHMAN HIGH SCHOOL,2006,4 Year August,Male,632,290,45.90%
5136,HERBERT H LEHMAN HIGH SCHOOL,2006,5 Year  June,Male,639,346,54.10%
5137,HERBERT H LEHMAN HIGH SCHOOL,2006,5 Year August,Male,639,357,55.90%
5138,HERBERT H LEHMAN HIGH SCHOOL,2007,4 Year  June,Male,596,240,40.30%
5139,HERBERT H LEHMAN HIGH SCHOOL,2007,4 Year August,Male,596,271,45.50%
5140,ADLAI E. STEVENSON HIGH SCHOOL,2001,4 Year  June,Female,339,121,35.70%
5141,ADLAI E. STEVENSON HIGH SCHOOL,2001,5 Year,Female,339,164,48.40%
5142,ADLAI E. STEVENSON HIGH SCHOOL,2001,6 Year,Female,339,179,52.80%
5143,ADLAI E. STEVENSON HIGH SCHOOL,2002,4 Year  June,Female,328,111,33.80%
5144,ADLAI E. STEVENSON HIGH SCHOOL,2002,5 Year,Female,328,166,50.60%
5145,ADLAI E. STEVENSON HIGH SCHOOL,2002,6 Year,Female,328,179,54.60%
5146,ADLAI E. STEVENSON HIGH SCHOOL,2003,4 Year  June,Female,322,107,33.20%
5147,ADLAI E. STEVENSON HIGH SCHOOL,2003,5 Year,Female,322,142,44.10%
5148,ADLAI E. STEVENSON HIGH SCHOOL,2003,6 Year,Female,332,155,46.70%
5149,ADLAI E. STEVENSON HIGH SCHOOL,2004,4 Year  June,Female,169,43,25.40%
5150,ADLAI E. STEVENSON HIGH SCHOOL,2004,5 Year,Female,170,67,39.40%
5151,ADLAI E. STEVENSON HIGH SCHOOL,2004,6 Year,Female,164,67,40.90%
5152,ADLAI E. STEVENSON HIGH SCHOOL,2005,4 Year  June,Female,128,53,41.40%
5153,ADLAI E. STEVENSON HIGH SCHOOL,2005,4 Year August,Female,128,53,41.40%
5154,ADLAI E. STEVENSON HIGH SCHOOL,2005,5 Year,Female,124,52,41.90%
5155,ADLAI E. STEVENSON HIGH SCHOOL,2005,6 Year,Female,121,52,43.00%
5158,ADLAI E. STEVENSON HIGH SCHOOL,2001,4 Year  June,Male,317,74,23.30%
5159,ADLAI E. STEVENSON HIGH SCHOOL,2001,5 Year,Male,317,104,32.80%
5160,ADLAI E. STEVENSON HIGH SCHOOL,2001,6 Year,Male,317,117,36.90%
5161,ADLAI E. STEVENSON HIGH SCHOOL,2002,4 Year  June,Male,295,74,25.10%
5162,ADLAI E. STEVENSON HIGH SCHOOL,2002,5 Year,Male,295,118,40.00%
5163,ADLAI E. STEVENSON HIGH SCHOOL,2002,6 Year,Male,295,125,42.40%
5164,ADLAI E. STEVENSON HIGH SCHOOL,2003,4 Year  June,Male,290,70,24.10%
5165,ADLAI E. STEVENSON HIGH SCHOOL,2003,5 Year,Male,290,91,31.40%
5166,ADLAI E. STEVENSON HIGH SCHOOL,2003,6 Year,Male,298,111,37.20%
5167,ADLAI E. STEVENSON HIGH SCHOOL,2004,4 Year  June,Male,188,34,18.10%
